"","Year","GEOID","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10","DistrictID","District","Grade","Total_Meeting_Standard","Share_Meeting_Standard","Level","Test"
"2763","2009","5307710","1190","6529 30th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2764","2009","5307710","156","5270 RAINIER AVE S","SEATTLE","WA","98118","LIHTC",50,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2765","2009","5307710","653","6563 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2766","2009","5307710","211","3900 S KENYON ST","SEATTLE","WA","98118","LIHTC",41,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2767","2009","5307710","212","2427 SW HOLDEN ST","SEATTLE","WA","98106","LIHTC",26,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2768","2009","5307710","216","14200 LINDEN AVE N","SEATTLE","WA","98133","LIHTC",474,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2769","2009","5307710","340","4811 S HENDERSON ST","SEATTLE","WA","98118","LIHTC",44,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2770","2009","5307710","859","3216 SW Graham St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2771","2009","5307710","964","6433 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2772","2009","5307710","601","6526 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2773","2009","5307710","1072","6541 Sylvan Way SW","Seattle","WA","98126","PUB",8,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2774","2009","5307710","831","6536 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2775","2009","5307710","805","6556 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2776","2009","5307710","1145","6535 30th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2777","2009","5307710","586","6437 30th Ave SW","Seattle","WA","98126","PUB",10,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2778","2009","5307710","976","6450 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2779","2009","5307710","811","6730 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2780","2009","5307710","813","6707 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2781","2009","5307710","889","6542 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2782","2009","5307710","1232","6538 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2783","2009","5307710","618","6414 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2784","2009","5307710","1089","6434 29th Ave SW","Seattle","WA","98126","PUB",10,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2785","2009","5307710","848","6518 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2786","2009","5307710","945","6421 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2787","2009","5307710","739","6704 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2788","2009","5307710","764","6451 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2789","2009","5307710","806","3101 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2790","2009","5307710","869","6406 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2791","2009","5307710","904","6438 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2792","2009","5307710","568","6582 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2793","2009","5307710","1155","6531 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2794","2009","5307710","213","9201 RAINIER AVE S","SEATTLE","WA","98118","LIHTC",552,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2795","2009","5307710","961","6564 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2796","2009","5307710","1005","3135 SW Holly St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2797","2009","5307710","1006","3075 SW Morgan St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2798","2009","5307710","1141","3109 SW Holly St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2799","2009","5307710","1117","6537 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2800","2009","5307710","893","6422 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2801","2009","5307710","559","6510 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2802","2009","5307710","1147","3120 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2803","2009","5307710","991","3115 SW Holly St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2804","2009","5307710","1021","6551 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2805","2009","5307710","833","3143 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2806","2009","5307710","745","3128 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2807","2009","5307710","937","6420 31st Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2808","2009","5307710","773","6573 Sylvan Way SW","Seattle","WA","98126","PUB",8,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2809","2009","5307710","1035","6427 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2810","2009","5307710","338","12740 33RD AVE NE","SEATTLE","WA","98125","LIHTC",75,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2811","2009","5307710","577","6557 Sylvan Way SW","Seattle","WA","98126","PUB",8,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2812","2009","5307710","777","6551 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2813","2009","5307710","778","6522 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2814","2009","5307710","645","6531 Sylvan Way SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2815","2009","5307710","1091","6539 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2816","2009","5307710","1236","6550 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2817","2009","5307710","98","6558 35TH AVE SW","SEATTLE","WA","98126","LIHTC",256,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2818","2009","5307710","1019","6440 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2819","2009","5307710","782","6552 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2820","2009","5307710","784","6543 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2821","2009","5307710","938","6558 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2822","2009","5307710","617","6544 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2823","2009","5307710","933","6411 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2824","2009","5307710","979","6425 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2825","2009","5307710","801","6519 30th Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2826","2009","5307710","1242","6545 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2827","2009","5307710","1011","6530 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2828","2009","5307710","394","1000 S HENDERSON ST","SEATTLE","WA","98108","LIHTC",25,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2829","2009","5307710","735","6562 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2830","2009","5307710","664","6724 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2831","2009","5307710","789","6521 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2832","2009","5307710","767","6719 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2833","2009","5307710","1093","6551 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2834","2009","5307710","1219","6516 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2835","2009","5307710","1185","6574 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2836","2009","5307710","662","6433 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2837","2009","5307710","934","6407 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2838","2009","5307710","727","6439 High Point Dr SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2839","2009","5307710","569","6513 Sylvan Way SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2840","2009","5307710","389","430 MINOR AVE N","SEATTLE","WA","98109","LIHTC",49,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2841","2009","5307710","624","6428 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2842","2009","5307740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29101,"Sedro-Woolley School District",7,144,47.6,2.35,"HSPE"
"2843","2009","5307770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39119,"Selah School District",7,130,59.89,2.73,"HSPE"
"2844","2009","5307800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26070,"Selkirk School District",7,9,34.6,2.19,"HSPE"
"2845","2009","5307830","154","303 S FIFTH AVE","SEQUIM","WA","98382","LIHTC",72,"223","53","07830","Sequim School District",5323,"Sequim School District",7,111,50.2,2.45,"HSPE"
"2846","2009","5307860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28010,"Shaw Island School District",7,0,NA,NA,"HSPE"
"2847","2009","5307900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23309,"Shelton School District",7,119,45.39,2.25,"HSPE"
"2848","2009","5307920","392","1140 N 192ND ST","SHORELINE","WA","98133","LIHTC",200,"226","53","07920","Shoreline School District",17412,"Shoreline School District",7,467,71.4,3.01,"HSPE"
"2849","2009","5307950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30002,"Skamania School District",7,0,NA,NA,"HSPE"
"2850","2009","5307980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17404,"Skykomish School District",7,0,NA,NA,"HSPE"
"2851","2009","5308020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31201,"Snohomish School District",7,446,60.79,2.68,"HSPE"
"2852","2009","5308040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17410,"Snoqualmie Valley School District",7,273,64,2.88,"HSPE"
"2853","2009","5308070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13156,"Soap Lake School District",7,5,17.8,1.49,"HSPE"
"2854","2009","5308100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25118,"South Bend School District",7,20,58.79,2.49,"HSPE"
"2855","2009","5308130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17406,"Tukwila School District",7,73,34.89,2.03,"HSPE"
"2856","2009","5308160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18402,"South Kitsap School District",7,408,51.5,2.46,"HSPE"
"2857","2009","5308190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15206,"South Whidbey School District",7,66,49.6,2.38,"HSPE"
"2858","2009","5308220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23042,"Southside School District",7,11,37.89,2.2,"HSPE"
"2859","2009","5308250","217","1423 W BROADWAY AVE","SPOKANE","WA","99201","LIHTC",47,"236","53","08250","Spokane Public Schools",32081,"Spokane School District",7,1093,54.2,2.53,"HSPE"
"2860","2009","5308250","391","225 N DIVISION ST","SPOKANE","WA","99202","LIHTC",36,"236","53","08250","Spokane Public Schools",32081,"Spokane School District",7,1093,54.2,2.53,"HSPE"
"2861","2009","5308250","337","173 S ADAMS ST","SPOKANE","WA","99201","LIHTC",35,"236","53","08250","Spokane Public Schools",32081,"Spokane School District",7,1093,54.2,2.53,"HSPE"
"2862","2009","5308250","155","1413 E SEVENTH AVE","SPOKANE","WA","99202","LIHTC",63,"236","53","08250","Spokane Public Schools",32081,"Spokane School District",7,1093,54.2,2.53,"HSPE"
"2863","2009","5308250","334","7015 N WISCOMB ST","SPOKANE","WA","99208","LIHTC",50,"236","53","08250","Spokane Public Schools",32081,"Spokane School District",7,1093,54.2,2.53,"HSPE"
"2864","2009","5308340","390","7822 272ND ST NW","STANWOOD","WA","98292","LIHTC",30,"239","53","08340","Stanwood-Camano School District",31401,"Stanwood-Camano School District",7,246,61.29,2.67,"HSPE"
"2865","2009","5308400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7035,"Starbuck School District",7,0,NA,NA,"HSPE"
"2866","2009","5308430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069,"Stehekin School District",7,0,NA,NA,"HSPE"
"2867","2009","5308460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27001,"Steilacoom Hist. School District",7,141,72.59,3.04,"HSPE"
"2868","2009","5308490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38304,"Steptoe School District",7,0,NA,NA,"HSPE"
"2869","2009","5308520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30303,"Stevenson-Carson School District",7,48,58.5,2.62,"HSPE"
"2870","2009","5308550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31311,"Sultan School District",7,62,38.5,2.1,"HSPE"
"2871","2009","5308580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33202,"Summit Valley School District",7,0,NA,NA,"HSPE"
"2872","2009","5308610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27320,"Sumner School District",7,297,49,2.41,"HSPE"
"2873","2009","5308670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39201,"Sunnyside School District",7,96,21.8,1.71,"HSPE"
"2874","2009","5308700","1067","2047 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2875","2009","5308700","1095","2013 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2876","2009","5308700","1132","2005 E 44th St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2877","2009","5308700","1106","4116 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2878","2009","5308700","598","2053 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2879","2009","5308700","725","2003 E 42nd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2880","2009","5308700","319","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2881","2009","5308700","1144","4136 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2882","2009","5308700","95","1305 S G ST","TACOMA","WA","98405","LIHTC",51,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2883","2009","5308700","1161","4209 Everett St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2884","2009","5308700","896","3970 E Roosevelt Ave","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2885","2009","5308700","157","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2886","2009","5308700","953","2026 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2887","2009","5308700","926","2040 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2888","2009","5308700","742","2009 E 42nd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2889","2009","5308700","1224","4144 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2890","2009","5308700","594","2039 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2891","2009","5308700","978","4203 Everett St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2892","2009","5308700","763","4103 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2893","2009","5308700","812","4204 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2894","2009","5308700","866","2020 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
"2895","2009","5308700","925","2031 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,790,37.7,2.09,"HSPE"
