"","Year","GEOID","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10","DistrictID","District","Grade","Total_Meeting_Standard","Share_Meeting_Standard","Level","Test"
"3345","2011","5302310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9206,"Eastmont School District",7,281,59.2,2.61,"HSPE"
"3346","2011","5302340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19028,"Easton School District",7,0,NA,NA,"HSPE"
"3347","2011","5302370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27404,"Eatonville School District",7,74,41.29,2.31,"HSPE"
"3348","2011","5302400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31015,"Edmonds School District",7,929,62.7,2.66,"HSPE"
"3349","2011","5302460","174","401 E CHERRY LN","ELLENSBURG","WA","98926","LIHTC",95,"66","53","02460","Ellensburg School District",19401,"Ellensburg School District",7,140,61.89,2.67,"HSPE"
"3350","2011","5302490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14068,"Elma School District",7,67,64.4,2.75,"HSPE"
"3351","2011","5302520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38308,"Endicott School District",7,11,73.29,2.86,"HSPE"
"3352","2011","5302550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4127,"Entiat School District",7,13,54.1,2.41,"HSPE"
"3353","2011","5302610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13165,"Ephrata School District",7,120,70.09,2.83,"HSPE"
"3354","2011","5302670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31002,"Everett School District",7,900,65.29,2.77,"HSPE"
"3355","2011","5302700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6114,"Evergreen School District (Clark)",7,1214,59.89,2.63,"HSPE"
"3356","2011","5302820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17210,"Federal Way School District",7,839,49.1,2.37,"HSPE"
"3357","2011","5302850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37502,"Ferndale School District",7,226,56.39,2.57,"HSPE"
"3358","2011","5302880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27417,"Fife School District",7,120,43.39,2.32,"HSPE"
"3359","2011","5302910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3053,"Finley School District",7,32,41.5,2.15,"HSPE"
"3360","2011","5302940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27402,"Franklin Pierce School District",7,260,46.89,2.37,"HSPE"
"3361","2011","5302970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32358,"Freeman School District",7,59,71.9,2.91,"HSPE"
"3362","2011","5303000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38302,"Garfield School District",7,0,NA,NA,"HSPE"
"3363","2011","5303030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20401,"Glenwood School District",7,0,NA,NA,"HSPE"
"3364","2011","5303090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20404,"Goldendale School District",7,44,58.6,2.57,"HSPE"
"3365","2011","5303130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13301,"Grand Coulee Dam School District",7,20,46.5,2.09,"HSPE"
"3366","2011","5303150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200,"Grandview School District",7,63,24.39,1.73,"HSPE"
"3367","2011","5303180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39204,"Granger School District",7,18,16,1.6,"HSPE"
"3368","2011","5303210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31332,"Granite Falls School District",7,87,51.7,2.47,"HSPE"
"3369","2011","5303240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23054,"Grapeview School District",7,10,47.6,2.14,"HSPE"
"3370","2011","5303300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6103,"Green Mountain School District",7,9,90,3.3,"HSPE"
"3371","2011","5303330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34324,"Griffin School District",7,46,57.39,2.55,"HSPE"
"3372","2011","5303360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22204,"Harrington School District",7,6,54.5,2.63,"HSPE"
"3373","2011","5303510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39203,"Highland School District",7,43,43.39,2.32,"HSPE"
"3374","2011","5303540","916","9870 6th Pl SW","Seattle","WA","98106","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3375","2011","5303540","344","11464 FOURTH PL SW","SEATTLE","WA","98146","LIHTC",25,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3376","2011","5303540","706","9818 6th Pl SW","Seattle","WA","98106","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3377","2011","5303540","1131","11468 4th Pl SW","Seattle","WA","98146","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3378","2011","5303540","1058","9728 6th Pl SW","Seattle","WA","98106","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3379","2011","5303540","1136","11220 5th Ave SW","Seattle","WA","98146","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3380","2011","5303540","824","9842 6th Pl SW","Seattle","WA","98106","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3381","2011","5303540","783","9740 7th Ave SW","Seattle","WA","98106","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3382","2011","5303540","804","428 SW 112th Ln","Seattle","WA","98146","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3383","2011","5303540","800","9806 6th Pl SW","Seattle","WA","98106","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3384","2011","5303540","696","448 SW 112th Ln","Seattle","WA","98146","PUB",4,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3385","2011","5303540","629","9711 6th Pl SW","Seattle","WA","98106","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3386","2011","5303540","343","9800 SIXTH PL SW","SEATTLE","WA","98106","LIHTC",24,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3387","2011","5303540","1051","11444 4th Pl SW","Seattle","WA","98146","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3388","2011","5303540","920","9739 6th Pl SW","Seattle","WA","98106","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3389","2011","5303540","716","9725 6th Pl SW","Seattle","WA","98106","PUB",3,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3390","2011","5303540","765","11432 4th Pl SW","Seattle","WA","98146","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3391","2011","5303540","116","1318 SW 100TH ST","SEATTLE","WA","98146","LIHTC",30,"95","53","03540","Highline School District",17401,"Highline School District",7,579,49.39,2.36,"HSPE"
"3392","2011","5303570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6098,"Hockinson School District",7,112,63.6,2.7,"HSPE"
"3393","2011","5303600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23404,"Hood Canal School District",7,8,17,1.63,"HSPE"
"3394","2011","5303660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14028,"Hoquiam School District",7,40,28.1,1.88,"HSPE"
"3395","2011","5303750","411","930 NE HIGH ST","ISSAQUAH","WA","98029","LIHTC",98,"101","53","03750","Issaquah School District",17411,"Issaquah School District",7,1110,83.7,3.25,"HSPE"
"3396","2011","5303750","177","942 DISCOVERY CIR NE","ISSAQUAH","WA","98029","LIHTC",118,"101","53","03750","Issaquah School District",17411,"Issaquah School District",7,1110,83.7,3.25,"HSPE"
"3397","2011","5303750","259","15900 227TH AVE SE","MAPLE VALLEY","WA","98038","LIHTC",46,"101","53","03750","Issaquah School District",17411,"Issaquah School District",7,1110,83.7,3.25,"HSPE"
"3398","2011","5303750","261","967 NE INGRAM WAY","ISSAQUAH","WA","98029","LIHTC",48,"101","53","03750","Issaquah School District",17411,"Issaquah School District",7,1110,83.7,3.25,"HSPE"
"3399","2011","5303780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11056,"Kahlotus School District",7,0,NA,NA,"HSPE"
"3400","2011","5303810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8402,"Kalama School District",7,51,67.09,2.78,"HSPE"
"3401","2011","5303930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017,"Kennewick School District",7,552,48.79,2.38,"HSPE"
"3402","2011","5303960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17415,"Kent School District",7,1181,56.79,2.56,"HSPE"
"3403","2011","5303990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33212,"Kettle Falls School District",7,27,48.2,2.08,"HSPE"
"3404","2011","5304020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3052,"Kiona-Benton City School District",7,47,36.1,2.1,"HSPE"
"3405","2011","5304050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19403,"Kittitas School District",7,28,56,2.4,"HSPE"
"3406","2011","5304080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20402,"Klickitat School District",7,0,NA,NA,"HSPE"
"3407","2011","5304110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29311,"La Conner School District",7,34,64.09,2.7,"HSPE"
"3408","2011","5304150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38126,"LaCrosse School District",7,0,NA,NA,"HSPE"
"3409","2011","5304170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6101,"La Center School District",7,80,60.1,2.59,"HSPE"
"3410","2011","5304200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31004,"Lake Stevens School District",7,446,69.4,2.88,"HSPE"
"3411","2011","5304230","1235","421 7th Ave","Kirkland","WA","98033","PUB",9,"118","53","04230","Lake Washington School District",17414,"Lake Washington School District",7,1345,74,2.96,"HSPE"
"3412","2011","5304230","263","12601 NE 124TH ST","KIRKLAND","WA","98034","LIHTC",60,"118","53","04230","Lake Washington School District",17414,"Lake Washington School District",7,1345,74,2.96,"HSPE"
"3413","2011","5304260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31306,"Lakewood School District",7,87,45.5,2.27,"HSPE"
"3414","2011","5304290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38264,"Lamont School District",7,0,NA,NA,"HSPE"
"3415","2011","5304380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32362,"Liberty School District",7,17,51.5,2.57,"HSPE"
"3416","2011","5304410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,"Lind School District",7,8,42.1,2.15,"HSPE"
"3417","2011","5304470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8122,"Longview School District",7,260,52.39,2.47,"HSPE"
"3418","2011","5304530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28144,"Lopez School District",7,5,25,2,"HSPE"
"3419","2011","5304560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17407,"Riverview School District",7,163,65.7,2.74,"HSPE"
"3420","2011","5304590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20406,"Lyle School District",7,6,23,1.84,"HSPE"
"3421","2011","5304620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37504,"Lynden School District",7,102,50.39,2.38,"HSPE"
"3422","2011","5304650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39120,"Mabton School District",7,20,25,1.75,"HSPE"
"3423","2011","5304710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9207,"Mansfield School District",7,0,NA,NA,"HSPE"
"3424","2011","5304740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4019,"Manson School District",7,15,39.39,2.13,"HSPE"
"3425","2011","5304800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23311,"Mary M Knight School District",7,2,11.69,1.47,"HSPE"
"3426","2011","5304830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33207,"Mary Walker School District",7,19,55.79,2.35,"HSPE"
"3427","2011","5304860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31025,"Marysville School District",7,370,43.2,2.25,"HSPE"
"3428","2011","5304890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14065,"McCleary School District",7,14,28.5,1.87,"HSPE"
"3429","2011","5304920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32354,"Mead School District",7,547,69.7,2.83,"HSPE"
"3430","2011","5304950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32326,"Medical Lake School District",7,110,69.59,2.75,"HSPE"
"3431","2011","5304980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17400,"Mercer Island School District",7,304,88.79,3.51,"HSPE"
"3432","2011","5305010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37505,"Meridian School District",7,63,58.79,2.53,"HSPE"
"3433","2011","5305020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24350,"Methow Valley School District",7,32,74.4,3.02,"HSPE"
"3434","2011","5305040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30031,"Mill A School District",7,0,NA,NA,"HSPE"
"3435","2011","5305130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31103,"Monroe School District",7,195,49.39,2.31,"HSPE"
"3436","2011","5305160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14066,"Montesano School District",7,53,55.2,2.46,"HSPE"
"3437","2011","5305190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21214,"Morton School District",7,10,33.29,1.9,"HSPE"
"3438","2011","5305220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13161,"Moses Lake School District",7,308,53.7,2.51,"HSPE"
"3439","2011","5305250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21206,"Mossyrock School District",7,31,60.7,2.37,"HSPE"
"3440","2011","5305280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39209,"Mount Adams School District",7,12,15.3,1.53,"HSPE"
"3441","2011","5305310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37507,"Mount Baker School District",7,102,66.59,2.75,"HSPE"
"3442","2011","5305370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39090,"East Valley School District (Yakima)",7,66,29.3,1.9,"HSPE"
"3443","2011","5305400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29320,"Mount Vernon School District",7,220,47.1,2.32,"HSPE"
"3444","2011","5305430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31006,"Mukilteo School District",7,574,53,2.5,"HSPE"
"3445","2011","5305460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39003,"Naches Valley School District",7,55,51.39,2.4,"HSPE"
"3446","2011","5305490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21014,"Napavine School District",7,32,59.2,2.55,"HSPE"
"3447","2011","5305520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25155,"Naselle-Grays River Valley School District",7,19,73,2.61,"HSPE"
"3448","2011","5305550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24014,"Nespelem School District",7,0,NA,NA,"HSPE"
"3449","2011","5305610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26056,"Newport School District",7,42,61.7,2.63,"HSPE"
"3450","2011","5305640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32325,"Nine Mile Falls School District",7,85,62.89,2.68,"HSPE"
"3451","2011","5305670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37506,"Nooksack Valley School District",7,65,57.5,2.59,"HSPE"
"3452","2011","5305700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14064,"North Beach School District",7,21,47.7,2.36,"HSPE"
"3453","2011","5305730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11051,"North Franklin School District",7,72,48.29,2.28,"HSPE"
"3454","2011","5305760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18400,"North Kitsap School District",7,288,57.2,2.57,"HSPE"
"3455","2011","5305790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23403,"North Mason School District",7,63,45,2.29,"HSPE"
"3456","2011","5305820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25200,"North River School District",7,0,NA,NA,"HSPE"
"3457","2011","5305850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34003,"North Thurston Public Schools",7,581,55.79,2.52,"HSPE"
"3458","2011","5305880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33211,"Northport School District",7,0,NA,NA,"HSPE"
"3459","2011","5305910","114","18240 70TH LN NE","KENMORE","WA","98028","LIHTC",21,"165","53","05910","Northshore School District",17417,"Northshore School District",7,1110,76.9,3.07,"HSPE"
"3460","2011","5305940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15201,"Oak Harbor School District",7,216,55.29,2.47,"HSPE"
"3461","2011","5305970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38324,"Oakesdale School District",7,0,NA,NA,"HSPE"
"3462","2011","5306000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"Oakville School District",7,4,25,1.56,"HSPE"
"3463","2011","5306060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25101,"Ocean Beach School District",7,27,35,2.11,"HSPE"
"3464","2011","5306090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14172,"Ocosta School District",7,25,47.1,2.45,"HSPE"
"3465","2011","5306120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22105,"Odessa School District",7,9,56.2,2.37,"HSPE"
"3466","2011","5306150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24105,"Okanogan School District",7,26,32,2.02,"HSPE"
"3467","2011","5306180","190","1209 FERN ST SW","OLYMPIA","WA","98502","LIHTC",104,"173","53","06180","Olympia School District",34111,"Olympia School District",7,484,74.59,3.03,"HSPE"
"3468","2011","5306220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24019,"Omak School District",7,29,25.39,1.79,"HSPE"
"3469","2011","5306240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,"Onalaska School District",7,19,32.2,1.99,"HSPE"
"3470","2011","5306270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33030,"Onion Creek School District",7,0,NA,NA,"HSPE"
"3471","2011","5306300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28137,"Orcas Island School District",7,34,68,2.74,"HSPE"
"3472","2011","5306330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32123,"Orchard Prairie School District",7,0,NA,NA,"HSPE"
"3473","2011","5306360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10065,"Orient School District",7,0,NA,NA,"HSPE"
"3474","2011","5306390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9013,"Orondo School District",7,6,35.2,2.05,"HSPE"
"3475","2011","5306420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24410,"Oroville School District",7,11,29.69,1.92,"HSPE"
"3476","2011","5306450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27344,"Orting School District",7,88,49.39,2.4,"HSPE"
"3477","2011","5306480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,"Othello School District",7,163,60.1,2.61,"HSPE"
"3478","2011","5306540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38301,"Palouse School District",7,12,57.1,2.61,"HSPE"
"3479","2011","5306570","172","1534 E SPOKANE ST","PASCO","WA","99301","LIHTC",43,"186","53","06570","Pasco School District",11001,"Pasco School District",7,436,38.7,2.11,"HSPE"
"3480","2011","5306600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24122,"Pateros School District",7,13,56.5,2.52,"HSPE"
"3481","2011","5306630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050,"Paterson School District",7,0,NA,NA,"HSPE"
"3482","2011","5306660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21301,"Pe Ell School District",7,11,50,2.45,"HSPE"
"3483","2011","5306690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27401,"Peninsula School District",7,589,72.7,2.97,"HSPE"
"3484","2011","5306750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23402,"Pioneer School District",7,33,40.7,2.12,"HSPE"
"3485","2011","5306780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12110,"Pomeroy School District",7,12,46.1,2.15,"HSPE"
"3486","2011","5306820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5121,"Port Angeles School District",7,219,71.79,2.83,"HSPE"
"3487","2011","5306840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16050,"Port Townsend School District",7,70,67.29,2.68,"HSPE"
"3488","2011","5306870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36402,"Prescott School District",7,5,26.3,1.89,"HSPE"
"3489","2011","5306900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116,"Prosser School District",7,124,52.89,2.49,"HSPE"
"3490","2011","5306930","409","550 NE TERRE VIEW DR","PULLMAN","WA","99163","LIHTC",26,"197","53","06930","Pullman School District",38267,"Pullman School District",7,104,65.4,2.82,"HSPE"
"3491","2011","5306960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27003,"Puyallup School District",7,1116,68.09,2.85,"HSPE"
"3492","2011","5306990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16048,"Quilcene School District",7,16,64,2.32,"HSPE"
"3493","2011","5307020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5402,"Quillayute Valley School District",7,33,45.2,2.35,"HSPE"
"3494","2011","5307050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14097,"Lake Quinault School District",7,2,9.5,1.57,"HSPE"
"3495","2011","5307080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13144,"Quincy School District",7,80,38.6,2.12,"HSPE"
"3496","2011","5307110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34307,"Rainier School District",7,31,46.89,2.22,"HSPE"
"3497","2011","5307140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25116,"Raymond School District",7,24,47,2.21,"HSPE"
"3498","2011","5307210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22009,"Reardan-Edwall School District",7,24,51,2.4,"HSPE"
"3499","2011","5307230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17403,"Renton School District",7,490,48.39,2.33,"HSPE"
"3500","2011","5307260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10309,"Republic School District",7,10,40,2.24,"HSPE"
"3501","2011","5307320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,"Richland School District",7,490,57.89,2.62,"HSPE"
"3502","2011","5307350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6122,"Ridgefield School District",7,112,62.89,2.7,"HSPE"
"3503","2011","5307380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,"Ritzville School District",7,10,43.39,2.52,"HSPE"
"3504","2011","5307440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32416,"Riverside School District",7,67,56.29,2.35,"HSPE"
"3505","2011","5307470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34401,"Rochester School District",7,84,54.89,2.56,"HSPE"
"3506","2011","5307560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38320,"Rosalia School District",7,10,62.5,2.75,"HSPE"
"3507","2011","5307620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13160,"Royal School District",7,50,42,2.24,"HSPE"
"3508","2011","5307650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28149,"San Juan Island School District",7,48,77.4,2.96,"HSPE"
"3509","2011","5307710","616","1715 NW 59th St","Seattle","WA","98107","PUB",44,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3510","2011","5307710","1143","308 14th Ave E","Seattle","WA","98112","PUB",53,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3511","2011","5307710","582","2401 NE Blakeley St","Seattle","WA","98105","PUB",70,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3512","2011","5307710","1213","6341 5th Ave NE","Seattle","WA","98115","PUB",42,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3513","2011","5307710","1230","4601 Phinney Ave N","Seattle","WA","98103","PUB",30,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3514","2011","5307710","113","6800 62ND AVE NE","SEATTLE","WA","98115","LIHTC",52,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3515","2011","5307710","972","4628 S Holly St","Seattle","WA","98118","PUB",64,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3516","2011","5307710","262","12536 33RD AVE NE","SEATTLE","WA","98125","LIHTC",85,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3517","2011","5307710","802","6561 Phinney Ave N","Seattle","WA","98103","PUB",49,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3518","2011","5307710","674","12536 33rd Ave NE","Seattle","WA","98125","PUB",86,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3519","2011","5307710","965","3033 California Ave SW","Seattle","WA","98116","PUB",47,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3520","2011","5307710","341","4719 12TH AVE NE","SEATTLE","WA","98105","LIHTC",63,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
"3521","2011","5307710","1159","3401 W Government Way","Seattle","WA","98199","PUB",24,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,2039,65.5,2.75,"HSPE"
