"","GEOID","Year","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10"
"935","5307710","2005","1128","2917 S Nevada St","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"936","5307710","2011","1133","2200 NW 58th St","Seattle","WA","98107","PUB",32,"219","53","07710","Seattle School District"
"937","5307710","2003","1135","5915 Delridge Way SW","Seattle","WA","98106","PUB",12,"219","53","07710","Seattle School District"
"938","5307710","2009","1137","6559 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"939","5307710","2006","1138","5932 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"940","5307710","2009","1141","3109 SW Holly St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"941","5307710","2012","1142","4443 31st Ave S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"942","5307710","2011","1143","308 14th Ave E","Seattle","WA","98112","PUB",53,"219","53","07710","Seattle School District"
"943","5307710","2009","1145","6535 30th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"944","5307710","2009","1147","3120 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"945","5307710","2008","1149","11736 Pinehurst Way NE","Seattle","WA","98125","PUB",8,"219","53","07710","Seattle School District"
"946","5307710","2005","1151","2900 S Columbian Way","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"947","5307710","2008","1153","317 26th Ave S","Seattle","WA","98144","PUB",6,"219","53","07710","Seattle School District"
"948","5307710","2009","1155","6531 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"949","5307710","2006","1156","6304 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"950","5307710","2005","1158","7418 40th Ave S","Seattle","WA","98118","PUB",12,"219","53","07710","Seattle School District"
"951","5307710","2011","1159","3401 W Government Way","Seattle","WA","98199","PUB",24,"219","53","07710","Seattle School District"
"952","5307710","2006","1162","6051 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"953","5307710","2006","1163","6000 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"954","5307710","2001","1164","7103 Holly Park Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"955","5307710","2005","1165","4310 29th Ave S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"956","5307710","2008","1166","9420 27th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"957","5307710","2006","1167","6328 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"958","5307710","2012","1169","2956 S Adams St","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"959","5307710","2001","1170","7129 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"960","5307710","2005","1171","2901 S Columbian Way","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"961","5307710","2006","1173","5957 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"962","5307710","2011","1174","323 25th Ave S","Seattle","WA","98144","PUB",44,"219","53","07710","Seattle School District"
"963","5307710","2001","1175","7203 38th Ave S","Seattle","WA","98118","PUB",8,"219","53","07710","Seattle School District"
"964","5307710","2005","1176","3812 S Holly Park Dr","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"965","5307710","2006","1179","3112 SW Graham St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"966","5307710","2005","1182","2906 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"967","5307710","2003","1183","7544 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"968","5307710","2009","1185","6574 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"969","5307710","2006","1186","6311 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"970","5307710","2006","1187","2732 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"971","5307710","2012","1189","4412 31st Ave S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"972","5307710","2009","1190","6529 30th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"973","5307710","2006","1191","6011 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"974","5307710","2006","1192","6025 Lanham Pl SW","Seattle","WA","98126","PUB",36,"219","53","07710","Seattle School District"
"975","5307710","2003","1195","7549 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"976","5307710","2006","1196","6304 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"977","5307710","2006","1197","6330 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"978","5307710","2005","1200","3729 S Othello St","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"979","5307710","2005","1204","7435 Rockery Dr S","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
"980","5307710","2006","1205","6010 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"981","5307710","2006","1208","5930 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"982","5307710","2006","1209","6006 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"983","5307710","2011","1213","6341 5th Ave NE","Seattle","WA","98115","PUB",42,"219","53","07710","Seattle School District"
"984","5307710","2012","1214","2960 S Adams St","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"985","5307710","2006","1217","5936 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"986","5307710","2009","1219","6516 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"987","5307710","2012","1220","4114 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"988","5307710","2006","1222","2744 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"989","5307710","2005","1229","4318 28th Ave S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"990","5307710","2011","1230","4601 Phinney Ave N","Seattle","WA","98103","PUB",30,"219","53","07710","Seattle School District"
"991","5307710","2009","1232","6538 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"992","5307710","2008","1234","1803 13th Ave S","Seattle","WA","98144","PUB",10,"219","53","07710","Seattle School District"
"993","5307710","2009","1236","6550 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"994","5307710","2003","1238","7529 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"995","5307710","2009","1242","6545 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"996","5307740","2002","74","565 TOWNSHIP ST","SEDRO WOOLLEY","WA","98284","LIHTC",15,"220","53","07740","Sedro-Woolley School District"
"997","5307740","2002","75","701 SAPP RD","SEDRO WOOLLEY","WA","98284","LIHTC",46,"220","53","07740","Sedro-Woolley School District"
"998","5307740","2007","476","123 N MURDOCK ST","SEDRO WOOLLEY","WA","98284","LIHTC",24,"220","53","07740","Sedro-Woolley School District"
"999","5307830","2009","154","303 S FIFTH AVE","SEQUIM","WA","98382","LIHTC",72,"223","53","07830","Sequim School District"
"1000","5307830","2006","224","1009 W BRACKETT RD","SEQUIM","WA","98382","LIHTC",116,"223","53","07830","Sequim School District"
"1001","5307830","2008","310","201 E PRAIRIE ST","SEQUIM","WA","98382","LIHTC",44,"223","53","07830","Sequim School District"
"1002","5307830","2008","385","90 S RHODEFER RD","SEQUIM","WA","98382","LIHTC",138,"223","53","07830","Sequim School District"
"1003","5307900","2013","372","1100 N 13TH ST","SHELTON","WA","98584","LIHTC",30,"225","53","07900","Shelton School District"
"1004","5307920","2009","392","1140 N 192ND ST","SHORELINE","WA","98133","LIHTC",200,"226","53","07920","Shoreline School District"
"1005","5307920","2014","493","1220 NE 175TH ST","SHORELINE","WA","98155","LIHTC",165,"226","53","07920","Shoreline School District"
"1006","5307920","2013","921","14701 Dayton Ave N","Shoreline","WA","98133","PUB",60,"226","53","07920","Shoreline School District"
"1007","5308160","2002","73","105 LIPPERT DR W","PORT ORCHARD","WA","98366","LIHTC",57,"233","53","08160","South Kitsap School District"
"1008","5308160","2001","82","333 LIPPERT DR W","PORT ORCHARD","WA","98366","LIHTC",50,"233","53","08160","South Kitsap School District"
"1009","5308160","2002","245","1900 PIONEER LN SE","PORT ORCHARD","WA","98366","LIHTC",77,"233","53","08160","South Kitsap School District"
"1010","5308160","2007","484","4698 SE CONIFER PARK DR","PORT ORCHARD","WA","98366","LIHTC",72,"233","53","08160","South Kitsap School District"
"1011","5308160","2004","509","900 MITCHELL AVE","PORT ORCHARD","WA","98366","LIHTC",42,"233","53","08160","South Kitsap School District"
"1012","5308190","2007","279","350 MANCHESTER WAY","LANGLEY","WA","98260","LIHTC",24,"234","53","08190","South Whidbey School District"
"1013","5308250","2001","56","3141 E 37TH AVE","SPOKANE","WA","99223","LIHTC",58,"236","53","08250","Spokane Public Schools"
"1014","5308250","2013","134","424 W SEVENTH AVE","SPOKANE","WA","99204","LIHTC",29,"236","53","08250","Spokane Public Schools"
"1015","5308250","2009","155","1413 E SEVENTH AVE","SPOKANE","WA","99202","LIHTC",63,"236","53","08250","Spokane Public Schools"
"1016","5308250","2011","176","3210 E 44TH AVE","SPOKANE","WA","99223","LIHTC",230,"236","53","08250","Spokane Public Schools"
"1017","5308250","2014","192","4102 N REGAL ST","SPOKANE","WA","99207","LIHTC",64,"236","53","08250","Spokane Public Schools"
"1018","5308250","2014","194","3307 E 55TH AVE","SPOKANE","WA","99223","LIHTC",120,"236","53","08250","Spokane Public Schools"
"1019","5308250","2009","217","1423 W BROADWAY AVE","SPOKANE","WA","99201","LIHTC",47,"236","53","08250","Spokane Public Schools"
"1020","5308250","2013","289","4827 S PALOUSE HWY","SPOKANE","WA","99223","LIHTC",183,"236","53","08250","Spokane Public Schools"
"1021","5308250","2008","311","43 E WEILE AVE","SPOKANE","WA","99208","LIHTC",287,"236","53","08250","Spokane Public Schools"
"1022","5308250","2009","334","7015 N WISCOMB ST","SPOKANE","WA","99208","LIHTC",50,"236","53","08250","Spokane Public Schools"
"1023","5308250","2009","337","173 S ADAMS ST","SPOKANE","WA","99201","LIHTC",35,"236","53","08250","Spokane Public Schools"
"1024","5308250","2003","358","5008 E BUCKEYE AVE","SPOKANE","WA","99217","LIHTC",50,"236","53","08250","Spokane Public Schools"
"1025","5308250","2008","383","151 S ADAMS ST","SPOKANE","WA","99201","LIHTC",49,"236","53","08250","Spokane Public Schools"
"1026","5308250","2009","391","225 N DIVISION ST","SPOKANE","WA","99202","LIHTC",36,"236","53","08250","Spokane Public Schools"
"1027","5308250","2004","398","2303 E UPRIVER DR","SPOKANE","WA","99207","LIHTC",121,"236","53","08250","Spokane Public Schools"
"1028","5308250","2012","422","5313 N REGAL ST","SPOKANE","WA","99217","LIHTC",51,"236","53","08250","Spokane Public Schools"
"1029","5308250","2012","426","108 S STATE ST","SPOKANE","WA","99201","LIHTC",51,"236","53","08250","Spokane Public Schools"
"1030","5308250","2014","488","242 W RIVERSIDE AVE","SPOKANE","WA","99201","LIHTC",83,"236","53","08250","Spokane Public Schools"
"1031","5308340","2009","390","7822 272ND ST NW","STANWOOD","WA","98292","LIHTC",30,"239","53","08340","Stanwood-Camano School District"
"1032","5308520","2005","201","30 PORTAGE DR","NORTH BONNEVILLE","WA","98639","LIHTC",25,"245","53","08520","Stevenson-Carson School District"
"1033","5308610","2003","359","15400 62ND ST CT E","SUMNER","WA","98390","LIHTC",34,"248","53","08610","Sumner School District"
"1034","5308670","2002","44","1410 IDA BELLE LN","SUNNYSIDE","WA","98944","LIHTC",26,"249","53","08670","Sunnyside School District"
"1035","5308670","2000","61","725 MCCLAIN DR","SUNNYSIDE","WA","98944","LIHTC",24,"249","53","08670","Sunnyside School District"
"1036","5308670","2008","171","509 CEMETERY RD","SUNNYSIDE","WA","98944","LIHTC",23,"249","53","08670","Sunnyside School District"
"1037","5308670","2004","296","700 BAGLEY DR","SUNNYSIDE","WA","98944","LIHTC",20,"249","53","08670","Sunnyside School District"
"1038","5308670","2007","452","330 N 16TH ST","SUNNYSIDE","WA","98944","LIHTC",51,"249","53","08670","Sunnyside School District"
"1039","5308670","2003","494","700 MCCLAIN DR","SUNNYSIDE","WA","98944","LIHTC",26,"249","53","08670","Sunnyside School District"
"1040","5308700","2001","9","802 S J ST","TACOMA","WA","98405","LIHTC",22,"250","53","08700","Tacoma Public Schools"
"1041","5308700","2001","49","1102 S 11TH ST","TACOMA","WA","98405","LIHTC",48,"250","53","08700","Tacoma Public Schools"
"1042","5308700","2000","80","319 N I ST","TACOMA","WA","98403","LIHTC",43,"250","53","08700","Tacoma Public Schools"
"1043","5308700","2009","95","1305 S G ST","TACOMA","WA","98405","LIHTC",51,"250","53","08700","Tacoma Public Schools"
"1044","5308700","2005","124","5234 S WARNER ST","TACOMA","WA","98409","LIHTC",32,"250","53","08700","Tacoma Public Schools"
"1045","5308700","2006","143","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools"
"1046","5308700","2009","157","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools"
"1047","5308700","2003","161","2315 YAKIMA AVE","TACOMA","WA","98405","LIHTC",40,"250","53","08700","Tacoma Public Schools"
"1048","5308700","2004","178","2324 S G ST","TACOMA","WA","98405","LIHTC",25,"250","53","08700","Tacoma Public Schools"
"1049","5308700","2011","189","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",91,"250","53","08700","Tacoma Public Schools"
"1050","5308700","2005","202","1500 S G ST","TACOMA","WA","98405","LIHTC",16,"250","53","08700","Tacoma Public Schools"
"1051","5308700","2008","236","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools"
"1052","5308700","2003","246","1708 S G ST","TACOMA","WA","98405","LIHTC",25,"250","53","08700","Tacoma Public Schools"
"1053","5308700","2003","247","2327 CT G","TACOMA","WA","98405","LIHTC",21,"250","53","08700","Tacoma Public Schools"
"1054","5308700","2009","319","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools"
"1055","5308700","2006","330","4901 S 56TH ST","TACOMA","WA","98409","LIHTC",26,"250","53","08700","Tacoma Public Schools"
"1056","5308700","2011","346","1709 S G ST","TACOMA","WA","98405","LIHTC",75,"250","53","08700","Tacoma Public Schools"
"1057","5308700","2013","371","919 FAWCETT AVE","TACOMA","WA","98402","LIHTC",169,"250","53","08700","Tacoma Public Schools"
"1058","5308700","2013","428","4028 S LAWRENCE ST","TACOMA","WA","98409","LIHTC",229,"250","53","08700","Tacoma Public Schools"
"1059","5308700","2007","451","1717S YAKIMA AVE","TACOMA","WA","98405","LIHTC",43,"250","53","08700","Tacoma Public Schools"
"1060","5308700","2007","479","5701 ORCHARD ST W","TACOMA","WA","98467","LIHTC",176,"250","53","08700","Tacoma Public Schools"
"1061","5308700","2007","480","4866 S 48TH ST","TACOMA","WA","98409","LIHTC",26,"250","53","08700","Tacoma Public Schools"
"1062","5308700","2005","512","2501 S G ST","TACOMA","WA","98405","LIHTC",60,"250","53","08700","Tacoma Public Schools"
"1063","5308700","2005","516","3015 N PEARL ST","TACOMA","WA","98407","LIHTC",215,"250","53","08700","Tacoma Public Schools"
"1064","5308700","2005","517","1742 E 38TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools"
"1065","5308700","2014","537","1411 YAKIMA AVE","TACOMA","WA","98405","LIHTC",50,"250","53","08700","Tacoma Public Schools"
"1066","5308700","2006","540","1728 E 44TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools"
"1067","5308700","2005","546","4122 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1068","5308700","2004","548","2324 S G St","Tacoma","WA","98405","PUB",6,"250","53","08700","Tacoma Public Schools"
"1069","5308700","2015","549","2530 Court G","Tacoma","WA","98405","PUB",2,"250","53","08700","Tacoma Public Schools"
"1070","5308700","2006","555","1809 E 44th St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1071","5308700","2015","561","2547 Yakima Ave","Tacoma","WA","98405","PUB",54,"250","53","08700","Tacoma Public Schools"
"1072","5308700","2015","562","2536 Court G","Tacoma","WA","98405","PUB",6,"250","53","08700","Tacoma Public Schools"
"1073","5308700","2009","563","2010 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1074","5308700","2006","570","4318 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1075","5308700","2005","571","4215 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1076","5308700","2006","588","4335 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1077","5308700","2009","594","2039 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1078","5308700","2009","598","2053 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1079","5308700","2009","602","4124 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1080","5308700","2005","609","3911 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1081","5308700","2008","614","1707 E 46th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1082","5308700","2008","623","4607 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1083","5308700","2005","633","1726 E 41st St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1084","5308700","2015","634","2520 Court G","Tacoma","WA","98405","PUB",3,"250","53","08700","Tacoma Public Schools"
"1085","5308700","2003","649","2341 Court G","Tacoma","WA","98405","PUB",7,"250","53","08700","Tacoma Public Schools"
"1086","5308700","2005","652","4232 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1087","5308700","2006","658","4341 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1088","5308700","2008","660","4482 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1089","5308700","2006","663","1714 Harper St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1090","5308700","2009","689","4130 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1091","5308700","2006","691","4313 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1092","5308700","2006","694","4349 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1093","5308700","2005","695","4002 E Q St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1094","5308700","2009","697","2016 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1095","5308700","2006","698","1839 E 44th St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1096","5308700","2008","703","4615 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1097","5308700","2008","705","1721 E 46th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1098","5308700","2006","707","1715 Harper St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1099","5308700","2005","709","4136 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1100","5308700","2006","714","4355 E Salishan Blvd","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1101","5308700","2004","724","2342 S G St","Tacoma","WA","98405","PUB",4,"250","53","08700","Tacoma Public Schools"
"1102","5308700","2009","725","2003 E 42nd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1103","5308700","2009","733","2023 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1104","5308700","2003","734","2351 Court G","Tacoma","WA","98405","PUB",8,"250","53","08700","Tacoma Public Schools"
"1105","5308700","2006","737","4302 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1106","5308700","2009","742","2009 E 42nd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1107","5308700","2006","751","1822 Harper St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1108","5308700","2005","758","4002 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1109","5308700","2006","759","3901 E Salishan Blvd","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1110","5308700","2009","763","4103 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1111","5308700","2006","770","4324 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1112","5308700","2006","792","4314 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1113","5308700","2005","798","1745 E 39th St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1114","5308700","2009","812","4204 E T St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1115","5308700","2008","816","4402 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1116","5308700","2008","817","4463 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1117","5308700","2008","823","4451 E R St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1118","5308700","2006","828","1828 Harper St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1119","5308700","2006","846","4310 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1120","5308700","2006","849","4307 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1121","5308700","2009","866","2020 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1122","5308700","2009","868","2023 E 42nd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1123","5308700","2006","870","4335 E Salishan Blvd","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1124","5308700","2006","871","4302 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1125","5308700","2009","876","2017 E 42nd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1126","5308700","2015","879","2516 Court G","Tacoma","WA","98405","PUB",2,"250","53","08700","Tacoma Public Schools"
"1127","5308700","2005","880","4128 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1128","5308700","2009","896","3970 E Roosevelt Ave","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1129","5308700","2006","899","4378 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1130","5308700","2006","901","4306 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1131","5308700","2005","905","3914 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1132","5308700","2010","907","4424 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1133","5308700","2008","909","4452 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1134","5308700","2006","910","4368 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1135","5308700","2006","922","4302 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1136","5308700","2009","925","2031 E 44th St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1137","5308700","2009","926","2040 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1138","5308700","2003","942","2327 Court G","Tacoma","WA","98405","PUB",6,"250","53","08700","Tacoma Public Schools"
"1139","5308700","2005","951","4022 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1140","5308700","2009","953","2026 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1141","5308700","2005","968","4016 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1142","5308700","2008","971","4470 E R St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1143","5308700","2009","978","4203 Everett St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1144","5308700","2005","988","1720 E 41st St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1145","5308700","2006","990","4343 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1146","5308700","2006","994","4301 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1147","5308700","2005","997","4014 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1148","5308700","2005","999","4116 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1149","5308700","2005","1002","4102 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1150","5308700","2006","1004","4372 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1151","5308700","2005","1026","4220 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1152","5308700","2009","1027","2046 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1153","5308700","2009","1028","2032 E 43rd St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1154","5308700","2008","1029","4474 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1155","5308700","2005","1031","4202 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1156","5308700","2006","1033","1829 E 44th St","Tacoma","WA","98404","PUB",4,"250","53","08700","Tacoma Public Schools"
"1157","5308700","2006","1037","4354 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1158","5308700","2005","1038","4214 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1159","5308700","2015","1044","2540 Court G","Tacoma","WA","98405","PUB",3,"250","53","08700","Tacoma Public Schools"
"1160","5308700","2008","1048","4456 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
"1161","5308700","2004","1049","2350 S G St","Tacoma","WA","98405","PUB",2,"250","53","08700","Tacoma Public Schools"
"1162","5308700","2006","1054","4357 E R St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools"
"1163","5308700","2006","1061","4315 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools"
